Part,Positives,Negatives,Effects
Part_SG_TED_Body,不可移除,,
Part_SG_TED_Body_A,溅射伤害范围 +20%,,
Part_SG_TED_Body_B,"子弹容量 +10%, 伤害 +5%",准心范围 +10%,
Part_SG_TED_Body_C,伤害 +10%,,
Part_SG_TED_Foregrip_02,"纵向后坐力 -85%, 准心范围 -5%",,
Part_SG_TED_Foregrip_03,"溅射伤害范围 +20%, 伤害 +5%",,
Part_SG_TED_Foregrip_04,"每次射击射弹数 +50%, 伤害 +5%","准心范围 +4.5%, 准心范围扩散 +25%",
Part_SG_TED_Foregrip_05,"横向后坐力幅度 -15%, 子弹容量 +2","伤害 -5%, 准心范围 +10%",
Part_SG_TED_Grip_01,"横向后坐力幅度 -30%, 每次射击射弹数 +15%","准心范围 +10%, 伤害 -5%, 准心范围扩散 +15%",
Part_SG_TED_Grip_02,射速 +5%,,
Part_SG_TED_Grip_03,"纵向后坐力 -15%, 子弹容量 +2","伤害 -5%, 准心范围 +10%",
Part_SG_TED_Grip_04,"溅射伤害范围 +20%, 准心范围 -20%",,
Part_SG_TED_Grip_05,"武器晃动 -30%, 伤害 +5%",,
Part_SG_TED_Material_01_常见,皮肤,,
Part_SG_TED_Material_02_普通,皮肤,,
Part_SG_TED_Material_03_罕见,皮肤,,
Part_SG_TED_Material_04_非常罕见,皮肤,,
Part_SG_TED_Material_疯情寻梦枪,皮肤,,
Part_SG_TED_Material_地平线,皮肤,,
Part_SG_TED_Material_波利比阿斯,皮肤,,
Part_SG_TED_Material_爬行死亡,皮肤,,
Part_SG_TED_Scope_01,2.2x,,
Part_SG_TED_Scope_02,4.5x,,
Part_SG_TED_Scope_03,1.5x,,
Part_SG_TED_Scope_04,2.9x,,
Part_SG_TED_TypeMod_01,扔出后撞击引爆,,
Part_SG_TED_TypeMod_02,扔出后粘住,,
Part_SG_TED_TypeMod_03,扔出后寻向追踪目标,,
Part_SG_TED_TypeMod_04,扔出后弹跳,,
Part_SG_Torgue_Barrel_01_A,射速 +10%,,
Part_SG_Torgue_Barrel_01_B,溅射伤害范围 +20%,,
Part_SG_Torgue_Barrel_01_C,溅射伤害范围 +20%,,
Part_SG_Torgue_Barrel_02_A,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_Torgue_Barrel_02_B,伤害 +10%,,
Part_SG_Torgue_Barrel_02_C,伤害 +10%,,
Part_SG_Torgue_Barrel_03_A,子弹速度 +30%,,
Part_SG_Torgue_Barrel_03_B,子弹速度 +30%,,
Part_SG_Torgue_Barrel_03_C,准心范围 -7.5%,,
Part_SG_Torgue_Barrel_打孔枪,"溅射伤害范围 +275, 子弹容量 +40%",,
Part_SG_Torgue_Barrel_黑色火焰,"溅射伤害范围 +300, 伤害 +180%, 子弹容量 +8",,
Part_SG_Torgue_Barrel_ETech,子弹容量 +5,,
Part_SG_Torgue_Barrel_ETech_A,"溅射伤害范围 +20%, 装弹时间 -10%",,
Part_SG_Torgue_Barrel_ETech_大厅,"子弹容量 +8, 伤害 +80%",,
Part_SG_Torgue_Barrel_高射炮,"溅射伤害范围 +175, 伤害 +200%",准心范围 +100%,
Part_SG_Torgue_Barrel_终点线,"纵向后坐力 -50%, 伤害 +200%",准心范围 +65%,
Part_SG_Torgue_Barrel_桑普兔,子弹容量 +4,准心范围 +200%,
Part_SG_Torgue_狄格思爆炸,"溅射伤害范围 +50, 伤害 +75%",准心范围 +75%,
Part_SG_Torgue_Body,不可移除,,
Part_SG_Torgue_Body_A,每次射击射弹数 +35%,"准心范围扩散 +15%, 准心范围 +10%, 伤害 -5%",
Part_SG_Torgue_Body_B,伤害 +10%,,
Part_SG_Torgue_Foregrip_01,"纵向后坐力 -30%, 射速 +5%",,
Part_SG_Torgue_Foregrip_02,子弹容量 +10%,"准心范围 +10%, 伤害 -0.3%",
Part_SG_Torgue_Foregrip_03,"溅射伤害范围 +20%, 准心范围 -5%",,
Part_SG_Torgue_Grip_01,武器晃动 -30%,"伤害 -30%, 准心范围 +10%, 准心范围扩散 +25%",
Part_SG_Torgue_Grip_02,溅射伤害范围 +20%,,
Part_SG_Torgue_Grip_03,"准心范围 -10%, 伤害 +5%",,
Part_SG_Torgue_Magazine_01,"3 弹匣, 每次射击射弹数 +0%, 每次射击射弹数 +1, 伤害 +10%",,
Part_SG_Torgue_Magazine_02,"4 弹匣, 每次射击射弹数 +0%, 准心范围 -50%, 溅射伤害范围 +300, 每次射击射弹数 +1, 伤害 +620%",,
Part_SG_Torgue_Magazine_03,"5 弹匣, 每次射击射弹数 +1, 每次射击射弹数 +0%",伤害 -10%,
Part_SG_Torgue_Magazine_04,"2 弹匣, 每次射击射弹数 +1, 每次射击射弹数 +0%",伤害 +20%,
Part_SG_Torgue_Magazine_Flak,每次射击射弹数 +3,,
Part_SG_Torgue_Magazine_终点线,"每次射击射弹数 +1, 每次射击射弹数 +0%",,
Part_SG_Torgue_Material_01_常见,皮肤,,
Part_SG_Torgue_Material_02_普通,皮肤,,
Part_SG_Torgue_Material_03_罕见,皮肤,,
Part_SG_Torgue_Material_04_非常罕见,皮肤,,
Part_SG_Torgue_Material_打孔枪,皮肤,,
Part_SG_Torgue_Material_黑色火焰,皮肤,,
Part_SG_Torgue_Material_高射炮,皮肤,,
Part_SG_Torgue_Material_终点线,皮肤,,
Part_SG_Torgue_Material_桑普兔,皮肤,,
Part_SG_TOR_Material_Boring,皮肤,,
Part_SG_TOR_Material_大厅,皮肤,,
Part_SG_Torgue_Material_,皮肤,,
Part_SG_Torgue_Scope_02,2.6x,,
Part_SG_Torgue_Scope_03,1.5x,,
Part_AR_ATL_Barrel_01_A,子弹容量 +10%,,
Part_AR_ATL_Barrel_01_B,射速 +10%,,
Part_AR_ATL_Barrel_01_C,射速 +10%,,
Part_AR_ATL_Barrel_02_A,射速 +10%,,
Part_AR_ATL_Barrel_02_B,"装弹时间 -10%, 伤害 +10%",,
Part_AR_ATL_Barrel_02_C,伤害 +10%,,
Part_AR_ATL_Barrel_03_A,"武器晃动 -20%, 准心范围扩散 -25%",,
Part_AR_ATL_Barrel_03_B,准心范围 +15%,,
Part_AR_ATL_Barrel_03_C,准心范围 +15%,,
Part_AR_ATL_Barrel_航空母舰,"准心范围扩散 -15%, 伤害 +20%",,
Part_AR_ATL_Barrel_反抗的号角,"纵向后坐力 -25%, 伤害 +70%",伤害 -30%,
Part_AR_ATL_Foregrip_01,"准心范围 -10%, 伤害 +5%",,
Part_AR_ATL_Foregrip_02,"武器晃动 -30%, 射速 +5%",,
Part_AR_ATL_Foregrip_03,"装弹时间 -5%, 准心范围扩散 -30%",,
Part_AR_ATL_Foregrip_04,暴击伤害 +10%,,
Part_AR_ATL_Grip_01,"准心范围扩散 -20%, 射速 +5%",,
Part_AR_ATL_Grip_02,"装弹时间 -5%, 准心范围 -20%",,
Part_AR_ATL_Grip_03,"暴击伤害 +10%, 弹匣容量 +10%","伤害 -5%, 准心范围 +10%",
Part_AR_ATL_Grip_04,"纵向后坐力 -15%, 伤害 +5%",,
Part_AR_ATL_Mag_01,"22 弹匣, 伤害 +10%",,
Part_AR_ATL_Mag_02,28 弹匣,,
Part_AR_ATL_Mag_03,34 弹匣,伤害 -10%,
Part_AR_ATL_Material_01_常见,皮肤,,
Part_AR_ATL_Material_02_普通,皮肤,,
Part_AR_ATL_Material_03_罕见,皮肤,,
Part_AR_ATL_Material_04_非常罕见,皮肤,,
Part_AR_ATL_Material_航空母舰,皮肤,,
Part_AR_ATL_Material_Portals,皮肤,,
Part_AR_ATL_Material_反抗的号角,皮肤,,
Part_AR_ATL_Scope_01,1.5x,,
Part_AR_ATL_Tracker_01,标记冰球,,
Part_AR_ATL_Tracker_02,纵向后坐力幅度 -25%,,
Part_AR_ATL_Tracker_03,武器晃动 -20%,,
Part_AR_ATL_Tracker_反抗的号角,武器晃动 -20%,,
Part_ATL_AR_Body_A,伤害 +10%,,
Part_ATL_AR_Body_B,射速 +10%,,
Part_ATL_AR_Body_C,"装弹时间 -10%, 准心范围 -15%",,
Part_AR_COV_Barrel_01_A,射速 +10%,,
Part_AR_COV_Barrel_01_B,每击增加热量 -25%,,
Part_AR_COV_Barrel_01_C,伤害 +10%,,
Part_AR_COV_Barrel_02_A,准心范围 -15%,,
Part_AR_COV_Barrel_02_B,"纵向后坐力 -25%, 近战伤害 +80%",,
Part_AR_COV_Barrel_02_C,射速 +10%,,
Part_AR_COV_Barrel_02_D,射速 +10%,,
Part_AR_COV_Barrel_03_A,伤害 +10%,,
Part_AR_COV_Barrel_03_B,伤害 +10%,,
Part_AR_COV_Barrel_03_C,准心范围扩散 -25%,,
Part_AR_COV_Barrel_ETech,每击增加热量 +100%,,
Part_AR_COV_Barrel_ETech_A,每击增加热量 -25%,,
Part_AR_COV_Barrel_痛苦之力,伤害 +200%,准心范围 +35%,
Part_AR_COV_Barrel_拥抱痛苦,伤害 +130%,,
Part_AR_COV_Barrel_锯条,伤害 +100%,,
Part_AR_COV_Barrel_梅尔加尼的爆发,伤害 +15%,,
Part_AR_COV_Barrel_梅尔加尼的爆发_A,每击增加热量 -25%,,
Part_AR_COV_Barrel_梅尔加尼的爆发_B,伤害 +10%,,
Part_AR_COV_Body,不可移除,,
Part_AR_COV_Body_A,每击增加热量 -25%,"伤害 -5%, 准心范围 +10%",
Part_AR_COV_Body_B,每击增加热量 -25%,"伤害 -5%, 准心范围 +10%",
Part_AR_COV_Body_C,伤害 +10%,,
Part_AR_COV_Foregrip_01,"武器晃动 -30%, 伤害 +5%",,
Part_AR_COV_Foregrip_02,"武器晃动 -30%, 纵向后坐力 -30%",,
Part_AR_COV_Foregrip_03,"每次射击射弹数 +1, 横向后坐力幅度 -15%","准心范围 +10%, 每击增加热量 +40%, 准心范围扩散 +20%, 伤害 -20%",
Part_AR_COV_Foregrip_04,"纵向后坐力 -30%, 射速 +5%",,
Part_AR_COV_Grip_01,"武器晃动 -30%, 射速 +5%",,
Part_AR_COV_Grip_02,"纵向后坐力 -15%, 伤害 +5%",,
Part_AR_COV_Grip_03,"每击增加热量 -15%, 准心范围扩散 -20%",,
Part_AR_COV_Grip_04,"横向后坐力幅度 -30%, 每次射击射弹数 +1","准心范围 +10%, 伤害 -20%, 准心范围扩散 +20%",
Part_AR_COV_Material_01_常见,皮肤,,
Part_AR_COV_Material_02_普通,皮肤,,
Part_AR_COV_Material_04_非常罕见,皮肤,,
Part_AR_COV_Material_KriegAR,皮肤,,
Part_AR_COV_Material_锯条,皮肤,,
Part_AR_COV_Material_梅尔加尼的爆发,皮肤,,
Part_AR_COV_Bottle,瓶子瞄准镜,,
Part_AR_COV_Scope_01,3.3x,,
Part_AR_COV_Starter_01,每击增加热量 -25%,"伤害 -5%, 准心范围 +10%",
Part_AR_COV_Starter_02,射速 +10%,,
Part_AR_COV_Starter_03,伤害 +10%,,
Part_DAL_AR_Barrel_01_A,纵向后坐力 -25%,,
Part_DAL_AR_Barrel_01_B,伤害 +10%,,
Part_DAL_AR_Barrel_01_C,伤害 +10%,,
Part_DAL_AR_Barrel_02_A,准心范围 -15%,,
Part_DAL_AR_Barrel_02_B,准心范围 -15%,,
Part_DAL_AR_Barrel_02_C,射速 +10%,,
Part_DAL_AR_Barrel_03_A,射速 +10%,,
Part_DAL_AR_Barrel_03_B,射速 +10%,,
Part_DAL_AR_Barrel_03_C,准心范围扩散 -25%,,
Part_DAL_AR_Barrel_狂轰滥炸,"子弹容量 +10, 暴击伤害 +15%, 横向后坐力幅度 -75%, 准心范围扩散 -50%",,
Part_DAL_AR_Barrel_ETech,子弹容量 +20%,,
Part_DAL_AR_Barrel_ETech_A,装弹时间 -10%,,
Part_DAL_AR_Barrel_害虫,伤害 +15%,,
Part_DAL_AR_Barrel_冰雹,"暴击伤害 +150%, 伤害 +400%",,
Part_DAL_AR_Barrel_卡奥斯,伤害 +200%,准心范围 +60%,
Part_DAL_AR_Barrel_恒星螺旋,伤害 +50%,,
Part_DAL_AR_Barrel_ETech_Juju,"射速 +1250%, 伤害 +125%",暴击伤害 -50%,
Part_DAL_AR_Barrel_ETech_Juju_A,装弹时间 -10%,,
Part_DAL_AR_Barrel_迪格比光滑管,伤害 +20%,,
Part_DAL_AR_Body,不可移除,,
Part_DAL_AR_Body_A,横向后坐力幅度 -25%,,
Part_DAL_AR_Body_B,装弹时间 -10%,,
Part_DAL_AR_Body_C,准心范围 -15%,,
Part_DAL_AR_Bolt_01,射速 +10%,,
Part_DAL_AR_Bolt_02,准心范围 -15%,,
Part_DAL_AR_Foregrip_01,"纵向后坐力 -30%, 装弹时间 -5%",,
Part_DAL_AR_Foregrip_02,"武器晃动 -30%, 准心范围扩散 -30%",,
Part_DAL_AR_Foregrip_03,"纵向后坐力 -30%, 准心范围 -10%",,
Part_DAL_AR_Foregrip_04,"武器晃动 -30%, 准心范围扩散 -30%",,
Part_DAL_AR_Foregrip_05,"横向后坐力幅度 -15%, 伤害 +5%",,
Part_DAL_AR_Grip_01,"横向后坐力幅度 -30%, 射速 +5%",,
Part_DAL_AR_Grip_02,"武器晃动 -30%, 纵向后坐力 -15%",,
Part_DAL_AR_Grip_03,"装弹时间 -5%, 暴击伤害 +10%",,
Part_DAL_AR_Grip_04,"准心范围扩散 -20%, 伤害 +5%",,
Part_DAL_AR_Grip_05,"武器晃动 -30%, 子弹容量 +10%","伤害 -5%, 准心范围 +10%",
Part_DAL_AR_Grip_06,"纵向后坐力 -15%, 准心范围 -20%",,
Part_DAL_AR_Magazine_01,"24 弹匣, 伤害 +10%",,
Part_DAL_AR_Magazine_02,32 弹匣,,
Part_DAL_AR_Magazine_03,45 弹匣,伤害 -10%,
Part_DAL_AR_Magazine_Warlord,45 弹匣,,
Part_DAL_AR_Material_01_常见,皮肤,,
Part_DAL_AR_Material_02_普通,皮肤,,
Part_DAL_AR_Material_03_罕见,皮肤,,
Part_DAL_AR_Material_04_非常罕见,皮肤,,
Part_DAL_AR_Material_BOTD,伤害 +230%,元素触发几率 -100%,
Part_DAL_AR_Material_狂轰滥炸,皮肤,,
Part_DAL_AR_Material_DigiClone,皮肤,,
Part_DAL_AR_Material_害虫,皮肤,,
Part_DAL_AR_Material_Gaige,皮肤,,
Part_DAL_AR_Material_冰雹,皮肤,,
Part_DAL_AR_Material_卡奥斯,皮肤,,
Part_DAL_AR_Material_恒星螺旋,皮肤,,
Part_DAL_AR_Material_Warlord,皮肤,,
Part_DAL_AR_Material_Juju,皮肤,,
Part_DAL_AR_Material_迪格比光滑管,皮肤,,
Part_DAL_AR_Rail_04,机瞄,,
Part_DAL_AR_Scope_01,"2.2x, 5x",,
Part_DAL_AR_Scope_02,2.9x.4x,,
Part_DAL_AR_Scope_03,"1.5x, 6.0x",,
Part_AR_JAK_Barrel_01_A,伤害 +10%,,
Part_AR_JAK_Barrel_01_B,伤害 +10%,,
Part_AR_JAK_Barrel_01_C,准心范围 -15%,,
Part_AR_JAK_Barrel_02_A,射速 +10,,
Part_AR_JAK_Barrel_02_B,"准心范围扩散 -25%, 近战伤害 +60%",,
Part_AR_JAK_Barrel_02_C,射速 +10,,
Part_AR_JAK_Barrel_03_A,准心范围 -15%,,
Part_AR_JAK_Barrel_03_B,"暴击伤害 +10%, 近战伤害 +60%",,
Part_AR_JAK_Barrel_03_C,准心范围 -15%,,
Part_AR_JAK_Barrel_贝卡,伤害 +200%,纵向后坐力 +45%,
Part_AR_JAK_Barrel_加特林枪,"纵向后坐力 -25%, 子弹容量 +25, 准心范围扩散 -15%, 横向后坐力幅度 -25%",准心范围 +150%,
Part_AR_JAK_Barrel_荣耀之手,子弹容量 +4,伤害 -10%,
Part_AR_JAK_Barrel_弹雨,"准心范围扩散 -15%, 纵向后坐力 -25%, 每击增加热量 -90%","准心范围 +50%, 暴击伤害 -25%",
Part_AR_JAK_Barrel_老爸步枪,子弹容量 +6,,
Part_AR_JAK_Barrel_罗恩的召唤,"纵向后坐力 -30%, 准心范围 -50%, 伤害 +300%",,
Part_AR_JAK_Barrel_叛徒之死,准心范围扩散 -75%,,
Part_AR_JAK_Body,不可移除,,
Part_AR_JAK_Bolt_01,暴击伤害 +10%,,
Part_AR_JAK_Bolt_02,射速 +10,,
Part_AR_JAK_Bolt_03,装弹时间 -10%,,
Part_AR_JAK_Foregrip_01,"武器晃动 -30%, 纵向后坐力 -30%",,
Part_AR_JAK_Foregrip_02,"准心范围 -10%, 暴击伤害 +10%",,
Part_AR_JAK_Foregrip_03,"武器晃动 -30%, 准心范围扩散 -30%",,
Part_AR_JAK_Foregrip_04,"纵向后坐力 -30%, 伤害 +5%",,
Part_AR_JAK_Mag_01,"8 弹匣, 伤害 +20%",,
Part_AR_JAK_Mag_02,"10 弹匣, 伤害 +10%",,
Part_AR_JAK_Mag_03,20 弹匣,伤害 -10%,
Part_AR_JAK_Mag_04,14 弹匣,,
Part_AR_JAK_Scope_01,1.7x,,
Part_AR_JAK_StockMod_01,暴击伤害 +10%,,
Part_AR_JAK_StockMod_02,装弹时间 -10%,,
Part_AR_JAK_StockMod_03,准心范围 -15%,,
Part_AR_JAK_StockMod_04,子弹容量 +4,"准心范围 +10%, 伤害 -5%",
Part_AR_JAK_StockMod_05,武器晃动 -20%,,
Part_AR_JAK_Stock_01,"武器晃动 -30%, 准心范围 -20%",,
Part_AR_JAK_Stock_02,"装弹时间 -5%, 射速 +5%",,
Part_AR_JAK_Stock_03,"准心范围扩散 -20%, 伤害 +5%",,
Part_AR_JAK_Stock_04,"武器晃动 -30%, 装弹时间 -5%",,
Part_AR_JAK_Stock_05,"横向后坐力幅度 -30%, 纵向后坐力 -15%",,
Part_AR_JAK_Trigger_01,射速 +10%,,
Part_AR_JAK_Trigger_02,伤害 +10%,,
Part_AR_JAK_Trigger_03,准心范围 -15%,,
Part_AR_JAK_Trigger_04,每次射击射弹数 +3,"准心范围扩散 +25%, 射速 -30%, 伤害 -58%, 准心范围 +120%, 纵向后坐力 +55%",
Part_AR_TOR_Barrel_01_A,子弹速度 +30%,,
Part_AR_TOR_Barrel_01_B,溅射伤害范围 +20%,,
Part_AR_TOR_Barrel_01_C,子弹速度 +30%,,
Part_AR_TOR_Barrel_02_A,伤害 +10%,,
Part_AR_TOR_Barrel_02_B,射速 +10%,,
Part_AR_TOR_Barrel_02_C,伤害 +10%,,
Part_AR_TOR_Barrel_03_A,准心范围扩散 -25%,,
Part_AR_TOR_Barrel_03_B,射速 +10%,,
Part_AR_TOR_Barrel_03_C,射速 +10%,,
Part_AR_TOR_Barrel_Alchemist,伤害 -20%,,
Part_AR_TOR_Barrel_Bearcat,"装弹时间 -25%, 伤害 +200%",准心范围 +200%,
Part_AR_TOR_Barrel_ETech,子弹容量 +25%,,
Part_AR_TOR_Barrel_ETech_A,元素伤害 +10%,,
Part_AR_TOR_Barrel_TryBolt,伤害 +300%,,
Part_AR_TOR_Barrel_Warden,准心范围 +800%,,
Part_AR_TOR_Barrel_Juliet,"横向后坐力幅度 -50%, 纵向后坐力 -50%, 溅射伤害范围 +50, 伤害 +100%",,
Part_AR_TOR_Barrel_Varlope,"溅射伤害范围 +30%, 伤害 +10%, 子弹容量 +4",,
Part_AR_TOR_Body,不可移除,,
Part_AR_TOR_Body_A,装弹时间 -10%,,
Part_AR_TOR_Body_B,伤害 +10%,,
Part_AR_TOR_Body_C,溅射伤害范围 +20%,,
Part_AR_TOR_Exhaust_01,伤害 +10%,,
Part_AR_TOR_Exhaust_02,子弹速度 +30%,,
Part_AR_TOR_Exhaust_03,溅射伤害范围 +20%,,
Part_AR_TOR_ForeGrip_01,"准心范围扩散 -30%, 射速 +5%",,
Part_AR_TOR_ForeGrip_02,"子弹速度 +15%, 准心范围 -10%",,
Part_AR_TOR_ForeGrip_03,"溅射伤害范围 +20%, 横向后坐力幅度 -15%",,
Part_AR_TOR_ForeGrip_04,"武器晃动 -30%, 纵向后坐力 -30%",,
Part_AR_TOR_ForeGrip_05,"准心范围 -10%, 伤害 +5%",,
Part_AR_TOR_Grip_01,"子弹速度 +15%, 准心范围 -20%",,
Part_AR_TOR_Grip_02,"溅射伤害范围 +20%, 武器晃动 -30%",,
Part_AR_TOR_Grip_03,"装弹时间 -5%, 子弹容量 +10%","伤害 -5%, 准心范围 +10%",
Part_AR_TOR_Grip_04,"准心范围扩散 -20%, 伤害 +5%",,
Part_AR_TOR_Grip_05,横向后坐力幅度 -30%,"准心范围扩散 +25%, 准心范围 +10%, 伤害 -30%",
Part_AR_TOR_Magazine_01,22 弹匣,,
Part_AR_TOR_Magazine_02,"16 弹匣, 伤害 +10%",,
Part_AR_TOR_Magazine_03,28 弹匣,伤害 -10%,
Part_AR_TOR_Magazine_03_AmberManagement,28 弹匣,伤害 -10%,
Part_AR_TOR_Magazine_BearCat,48 弹匣,伤害 -10%,
Part_AR_TOR_Material_01_常见,皮肤,,
Part_AR_TOR_Material_02_普通,皮肤,,
Part_AR_TOR_Material_03_罕见,皮肤,,
Part_AR_TOR_Material_04_非常罕见,皮肤,,
Part_AR_TOR_Material_Alchemist,皮肤,,
Part_AR_TOR_Material_AmberManagement,皮肤,,
Part_AR_TOR_Material_Bearcat,皮肤,,
Part_AR_TOR_Material_LaserSploder,皮肤,,
Part_AR_TOR_Material_TryBolt,皮肤,,
Part_AR_TOR_Material_Juliet,皮肤,,
Part_AR_TOR_Material_Varlope,皮肤,,
Part_AR_TOR_Scope_03,3.3x,,
Part_AR_VLA_Barrel_01_A,伤害 +10%,,
Part_AR_VLA_Barrel_01_A_FS,伤害 +10%,,
Part_AR_VLA_Barrel_01_B,准心范围 -15%,,
Part_AR_VLA_Barrel_01_FRONT SIGHT,伤害 +10%,,
Part_AR_VLA_Barrel_01_FRONT SIGHT2,射速 +10%,,
Part_AR_VLA_Barrel_02,准心范围 -15%,,
Part_AR_VLA_Barrel_02_B,射速 +10%,,
Part_AR_VLA_Barrel_02_C,准心范围 -15%,,
Part_AR_VLA_Barrel_03_A,射速 +10%,,
Part_AR_VLA_Barrel_03_B,"准心范围扩散 -25%, 近战伤害 +60%",,
Part_AR_VLA_Barrel_03_C,伤害 +10%,,
Part_AR_VLA_Barrel_04_A,准心范围扩散 -25%,,
Part_AR_VLA_Barrel_04_B,射速 +10%,,
Part_AR_VLA_Barrel_04_C,射速 +10%,,
Part_AR_VLA_Barrel_Dictator,,"伤害 -10%, 准心范围 +125%",
Part_AR_VLA_Barrel_Shredifier,伤害 +120%,准心范围 +220%,
Part_AR_VLA_Body,不可移除,,
Part_AR_VLA_Body_A,射速 +10%,,
Part_AR_VLA_Body_C,伤害 +10%,,
Part_AR_VLA_Body_D,准心范围扩散 -25%,,
Part_AR_VLA_BoomSickle,溅射伤害范围 +150,,
Part_AR_VLA_Foregrip_01,"横向后坐力幅度 -15%, 准心范围扩散 -30%",,
Part_AR_VLA_Foregrip_02,"准心范围 -10%, 射速 +5%",,
Part_AR_VLA_Foregrip_03,"纵向后坐力 -30%, 伤害 +5%",,
Part_AR_VLA_Grip_01,"横向后坐力幅度 -30%, 伤害 +5%",,
Part_AR_VLA_Grip_02,"纵向后坐力 -15%, 准心范围扩散 -20%",,
Part_AR_VLA_Grip_03,"准心范围 -12%, 子弹容量 +10%",伤害 -5%,
Part_AR_VLA_Grip_03_A,准心范围 -20%,,
Part_AR_VLA_Grip_03_B,射速 +5%,,
Part_AR_VLA_Grip_04,"装弹时间 -5%, +1 Proj","准心范围扩散 +35%, 准心范围 +10%, 伤害 -30%",
Part_AR_VLA_Grip_05,"武器晃动 -30%, 射速 +5%",,
Part_AR_VLA_Grip_06,"装弹时间 -5%, 子弹容量 +10%",,
Part_AR_VLA_Magazine_01,"40 弹匣, 伤害 +10%",,
Part_AR_VLA_Magazine_02,60 弹匣,伤害 -10%,
Part_AR_VLA_Magazine_03,60 弹匣,伤害 -10%,
Part_AR_VLA_Magazine_Shredifier,100 弹匣,,
Part_AR_VLA_Magazine_Sickle,12 弹匣,,
Part_AR_VLA_Material_01_常见,皮肤,,
Part_AR_VLA_Material_02_普通,皮肤,,
Part_AR_VLA_Material_03_罕见,皮肤,,
Part_AR_VLA_Material_04_Epic,皮肤,,
Part_AR_VLA_Material_BigSucc,皮肤,,
Part_AR_VLA_Material_Damn,皮肤,,
Part_AR_VLA_Material_Dictator,皮肤,,
Part_AR_VLA_Material_Faisor,皮肤,,
Part_AR_VLA_Material_Lorelei,皮肤,,
Part_AR_VLA_Material_LuciansCall,皮肤,,
Part_AR_VLA_Material_Ogre,皮肤,,
Part_AR_VLA_Material_Shredifier,皮肤,,
Part_AR_VLA_Material_Sickel,皮肤,,
Part_AR_VLA_Rail_01,准心范围 -10%,,
Part_AR_VLA_Rail_02,装弹时间 -5%,,
Part_AR_VLA_Rail_03,机瞄,,
Part_AR_VLA_UnderbarrelShield,"防护 反射",,
Part_AR_VLA_Underbarrel_01,双脚架,,
Part_AR_VLA_Underbarrel_02,"下挂榴弹",,
Part_AR_VLA_Underbarrel_02_A,下挂榴弹弹容翻倍,,
Part_AR_VLA_Underbarrel_03,"下挂霰弹 4发子弹",,
Part_AR_VLA_Underbarrel_03_A,增加50%霰弹容量,,
Part_AR_VLA_Underbarrel_04,射速 +15%,,
Part_AR_VLA_Underbarrel_04_A,射速 +5%,,
Part_AR_VLA_Underbarrel_04_B,准心范围 -15%,,
Part_AR_VLA_Underbarrel_Dictator,双脚架,,
Part_AR_VLA_Underbarrel_DoubleShredifier,"双枪管, 射速 +15%",,
Part_AR_VLA_Underbarrel_Faisor,"下挂霰弹 4发子弹",,
Part_AR_VLA_Underbarrel_Sickle,伤害 +150%,"准心范围扩散 -300%, 准心范围 +700%",
Part_SM_DAL_Barrel_01_A,射速 +10%,,
Part_SM_DAL_Barrel_01_B,"准心范围扩散 -25%, 近战伤害 +40%",,
Part_SM_DAL_Barrel_01_C,射速 +10%,,
Part_SM_DAL_Barrel_02_A,准心范围扩散 -25%,,
Part_SM_DAL_Barrel_02_B,射速 +10%,,
Part_SM_DAL_Barrel_02_C,"准心范围 -5%, 射速 +5%, 纵向后坐力 -25%, 伤害 +5%",,
Part_SM_DAL_Barrel_03_A,准心范围 -15%,,
Part_SM_DAL_Barrel_03_B,准心范围 -15%,,
Part_SM_DAL_Barrel_03_C,伤害 +10%,,
Part_SM_DAL_Barrel_Demoskag,Night Hawk,,
Part_SM_DAL_Barrel_ETech,子弹容量 +20%,,
Part_SM_DAL_Barrel_ETech_A,"子弹速度 +30%, 装弹时间 -10%",,
Part_SM_DAL_Barrel_HellFire,"元素伤害 +900%, 元素触发几率 +200%, 溅射伤害范围 +60, 伤害 +10%",,
Part_SM_DAL_Barrel_JabberWeaponGunslinger,,伤害 -50%,
Part_SM_DAL_Barrel_NineVolt,"元素触发几率 +150%, 横向后坐力幅度 -75%, 纵向后坐力 -75%, 伤害 +50%",准心范围 -70%,
Part_SM_DAL_Barrel_Ripper,伤害 +100%,准心范围扩散 +35%,
Part_SM_DAL_Barrel_RockNRoll,"武器晃动 -75%, 伤害 +75%, 横向后坐力幅度 -50%, 暴击伤害 +200%, 子弹容量 +10, 装弹时间 -50%, 纵向后坐力 -50%",武器晃动 -75%,
Part_SM_DAL_Barrel_SleepingGiant,伤害 +10%,,
Part_SM_DAL_Body,不可移除,,
Part_SM_DAL_Body_A,准心范围扩散 -25%,,
Part_SM_DAL_Body_B,装弹时间 -10%,,
Part_SM_DAL_Body_C,准心范围 -15%,,
Part_SM_DAL_Bolt_01,伤害 +5%,,
Part_SM_DAL_Bolt_02,射速 +5%,,
Part_SM_DAL_Foregrip_01,"武器晃动 -30%, 射速 +5%",,
Part_SM_DAL_Foregrip_02,"武器晃动 -30%, 暴击伤害 +10%",,
Part_SM_DAL_Foregrip_03,"纵向后坐力 -30%, 准心范围 -10%",,
